chapter,chapter_description,block,block_description,code,code_description
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S29.0,Injury of muscle and tendon at thorax level
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S29.7,Multiple injuries of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S29.8,Other specified injuries of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S20-S29,Injuries to the thorax,S29.9,Unspecified injury of thorax
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S30,"Superficial injury of abdomen, lower back and pelvis"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S30.0,Contusion of lower back and pelvis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S30.1,Contusion of abdominal wall
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S30.2,Contusion of external genital organs
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S30.7,"Multiple superficial injuries of abdomen, lower back and pelvis"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S30.8,"Other superficial injuries of abdomen, lower back and pelvis"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S30.9,"Superficial injury of abdomen, lower back and pelvis, part unspecified"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31,"Open wound of abdomen, lower back and pelvis"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.0,Open wound of lower back and pelvis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.1,Open wound of abdominal wall
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.2,Open wound of penis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.3,Open wound of scrotum and testes
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.4,Open wound of vagina and vulva
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.5,Open wound of other and unspecified external genital organs
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.7,"Multiple open wounds of abdomen, lower back and pelvis"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S31.8,Open wound of other and unspecified parts of abdomen
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32,Fracture of lumbar spine and pelvis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.0,Fracture of lumbar vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.1,Fracture of sacrum
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.2,Fracture of coccyx
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.3,Fracture of ilium
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.4,Fracture of acetabulum
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.5,Fracture of pubis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.7,Multiple fractures of lumbar spine and pelvis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S32.8,Fracture of other and unspecified parts of lumbar spine and pelvis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33,"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.0,Traumatic rupture of lumbar intervertebral disc
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.1,Dislocation of lumbar vertebra
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.2,Dislocation of sacroiliac and sacrococcygeal joint
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.3,Dislocation of other and unspecified parts of lumbar spine and pelvis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.4,Traumatic rupture of symphysis pubis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.5,Sprain and strain of lumbar spine
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.6,Sprain and strain of sacroiliac joint
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S33.7,Sprain and strain of other and unspecified parts of lumbar spine and pelvis
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.0,Concussion and oedema of lumbar spinal cord
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.1,Other injury of lumbar spinal cord
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.2,Injury of nerve root of lumbar and sacral spine
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.3,Injury of cauda equina
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.4,Injury of lumbosacral plexus
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.5,"Injury of lumbar, sacral and pelvic sympathetic nerves"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.6,"Injury of peripheral nerve(s) of abdomen, lower back and pelvis"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S34.8,"Injury of other and unspecified nerves at abdomen, lower back and pelvis level"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35,"Injury of blood vessels at abdomen, lower back and pelvis level"
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35.0,Injury of abdominal aorta
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35.1,Injury of inferior vena cava
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35.2,Injury of coeliac or mesenteric artery
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35.3,Injury of portal or splenic vein
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35.4,Injury of renal blood vessels
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35.5,Injury of iliac blood vessels
XIX,"Injury, poisoning and certain other consequences of external causes",S30-S39,"Injuries to the abdomen, lower back, lumbar spine and pelvis",S35.7,"Injury of multiple blood vessels at abdomen, lower back and pelvis level"
